uf,muni_key,year,value_dis_main,n_loans_main,value_dis_pa,n_loans_pa,in_main,in_pa
MG,SAO FRANCISCO DE SALES,2007,550000,1,550000,1,TRUE,TRUE
MG,SAO FRANCISCO DE SALES,2008,400700,1,400700,1,TRUE,TRUE
MG,SAO FRANCISCO DO GLORIA,2011,422900,2,422900,2,TRUE,TRUE
MG,SAO GERALDO DO BAIXIO,2012,300000,2,300000,2,TRUE,TRUE
MG,SAO GONCALO DO ABAETE,2008,286700,1,286700,1,TRUE,TRUE
MG,SAO GONCALO DO ABAETE,2010,1078850,1,1078850,1,TRUE,TRUE
MG,SAO GONCALO DO ABAETE,2011,123000,1,123000,1,TRUE,TRUE
MG,SAO GONCALO DO RIO ABAIXO,2007,184500,1,184500,1,TRUE,TRUE
MG,SAO GONCALO DO SAPUCAI,2008,240750,1,240750,1,TRUE,TRUE
MG,SAO GONCALO DO SAPUCAI,2009,944000,1,944000,1,TRUE,TRUE
MG,SAO GOTARDO,2010,1250000,1,1250000,1,TRUE,TRUE
MG,SAO JOAO BATISTA DO GLORIA,2008,299450,1,299450,1,TRUE,TRUE
MG,SAO JOAO NEPOMUCENO,2004,9817899,1,98179,1,TRUE,TRUE
MG,SAO JOSE DA BARRA,2010,931000,2,931000,2,TRUE,TRUE
MG,SAO JOSE DA LAPA,2012,715550,1,715550,1,TRUE,TRUE
MG,SAO JOSE DA VARGINHA,2010,487500,1,487500,1,TRUE,TRUE
MG,SAO JOSE DO DIVINO,2011,335000,2,335000,2,TRUE,TRUE
MG,SAO MIGUEL DO ANTA,2012,437000,1,437000,1,TRUE,TRUE
MG,SAO PEDRO DA UNIAO,2008,149990,1,149990,1,TRUE,TRUE
MG,SAO PEDRO DA UNIAO,2009,304000,1,304000,1,TRUE,TRUE
MG,SAO ROQUE DE MINAS,2008,240750,1,240750,1,TRUE,TRUE
MG,SAO ROQUE DE MINAS,2010,679044,1,679044,1,TRUE,TRUE
MG,SAO ROQUE DE MINAS,2014,1209700,1,1209700,1,TRUE,TRUE
MG,SAO SEBASTIAO DA BELA VISTA,2012,376840,2,376840,2,TRUE,TRUE
MG,SAO SEBASTIAO DO OESTE,2012,315800,1,315800,1,TRUE,TRUE
MG,SAO SEBASTIAO DO PARAISO,2004,795550,1,795550,1,TRUE,TRUE
MG,SAO SEBASTIAO DO RIO VERDE,2009,215000,1,215000,1,TRUE,TRUE
MG,SAO TIAGO,2009,295000,1,295000,1,TRUE,TRUE
MG,SAO TOMAS DE AQUINO,2009,436500,1,436500,1,TRUE,TRUE
MG,SAO TOME DAS LETRAS,2007,450000,1,450000,1,TRUE,TRUE
MG,SARZEDO,2007,692000,4,692000,4,TRUE,TRUE
MG,SARZEDO,2012,907360,1,907360,1,TRUE,TRUE
MG,SEM MUNICIPIO,2003,51196509837,2,,,TRUE,FALSE
MG,SEM MUNICIPIO,2004,5892656743,1,,,TRUE,FALSE
MG,SEM MUNICIPIO,2008,60372778054,5,,,TRUE,FALSE
MG,SEM MUNICIPIO,2009,30020391582,2,,,TRUE,FALSE
MG,SEM MUNICIPIO,2010,18274371005,9,,,TRUE,FALSE
MG,SEM MUNICIPIO,2011,545006070,2,,,TRUE,FALSE
MG,SEM MUNICIPIO,2012,175081414607,3,,,TRUE,FALSE
MG,SEM MUNICIPIO,2013,130565494,1,,,TRUE,FALSE
MG,SEM MUNICIPIO,2014,1003489999,2,,,TRUE,FALSE
MG,SEM-PEIXE,2008,456000,1,456000,1,TRUE,TRUE
MG,SENADOR AMARAL,2010,480000,1,480000,1,TRUE,TRUE
MG,SENHORA DE OLIVEIRA,2008,286700,1,286700,1,TRUE,TRUE
MG,SENHORA DE OLIVEIRA,2009,175000,1,175000,1,TRUE,TRUE
MG,SENHORA DOS REMEDIOS,2010,505000,1,505000,1,TRUE,TRUE
MG,SENHORA DOS REMEDIOS,2011,198000,1,198000,1,TRUE,TRUE
MG,SERICITA,2014,924900,2,924900,2,TRUE,TRUE
MG,SERITINGA,2009,215000,1,215000,1,TRUE,TRUE
MG,SERRANIA,2011,487500,1,487500,1,TRUE,TRUE
MG,SERRANIA,2012,280000,1,280000,1,TRUE,TRUE
MG,SERRO,2008,518100,1,518100,1,TRUE,TRUE
MG,SERRO,2011,417000,1,417000,1,TRUE,TRUE
MG,SETE LAGOAS,2008,7320563877,1,73205639,1,TRUE,TRUE
MG,SETE LAGOAS,2014,2697424,1,2697424,1,TRUE,TRUE
MG,SIMONESIA,2010,322000,1,322000,1,TRUE,TRUE
MG,SOBRALIA,2010,172000,1,172000,1,TRUE,TRUE
MG,SOBRALIA,2011,203000,1,203000,1,TRUE,TRUE
MG,TAIOBEIRAS,2010,903000,1,903000,1,TRUE,TRUE
MG,TAPARUBA,2008,456000,1,456000,1,TRUE,TRUE
MG,TAPARUBA,2012,447000,1,447000,1,TRUE,TRUE
MG,TEOFILO OTONI,2011,1430250,1,1430250,1,TRUE,TRUE
MG,TOCANTINS,2007,210000,1,210000,1,TRUE,TRUE
MG,TOCANTINS,2009,550000,1,550000,1,TRUE,TRUE
MG,TOCOS DO MOJI,2009,367900,1,367900,1,TRUE,TRUE
MG,TRES CORACOES,2011,1530000,1,1530000,1,TRUE,TRUE
MG,TRES CORACOES,2014,2837800,1,2837800,1,TRUE,TRUE
MG,TRES PONTAS,2002,4838116,1,483812,1,TRUE,TRUE
MG,TRES PONTAS,2013,2380000,1,2380000,1,TRUE,TRUE
MG,TRES PONTAS,2014,1948900,1,1948900,1,TRUE,TRUE
MG,TUMIRITINGA,2008,354750,1,354750,1,TRUE,TRUE
MG,TUMIRITINGA,2013,175000,1,175000,1,TRUE,TRUE
MG,TUPACIGUARA,2002,414000,1,414000,1,TRUE,TRUE
MG,TURMALINA,2011,1250000,4,1250000,4,TRUE,TRUE
MG,TURVOLANDIA,2013,110000,1,110000,1,TRUE,TRUE
MG,TURVOLANDIA,2014,423000,1,423000,1,TRUE,TRUE
MG,UBA,2011,2605900,1,2605900,1,TRUE,TRUE
MG,UBAPORANGA,2008,570000,1,570000,1,TRUE,TRUE
MG,UBERABA,2008,469528,1,469528,1,TRUE,TRUE
MG,UBERABA,2009,3260363,2,3260363,2,TRUE,TRUE
MG,UBERABA,2012,2580317,1,2580317,1,TRUE,TRUE
MG,UBERLANDIA,2006,980547249,1,9805472,1,TRUE,TRUE
MG,UBERLANDIA,2010,3651950253,2,36519503,2,TRUE,TRUE
MG,UBERLANDIA,2012,2452280,1,,,TRUE,FALSE
MG,UBERLANDIA,2015,3099168795,2,45639669,2,TRUE,TRUE
MG,UNAI,2008,1979950,1,1979950,1,TRUE,TRUE
MG,UNIAO DE MINAS,2014,900000,1,900000,1,TRUE,TRUE
MG,VARGEM BONITA,2009,700000,1,700000,1,TRUE,TRUE
MG,VARGEM BONITA,2012,610880,2,610880,2,TRUE,TRUE
MG,VARGINHA,2010,2825900,1,2825900,1,TRUE,TRUE
MG,VARJAO DE MINAS,2009,286700,1,286700,1,TRUE,TRUE
MG,VAZANTE,2008,527450,1,527450,1,TRUE,TRUE
MG,VAZANTE,2010,746000,1,746000,1,TRUE,TRUE
MG,VESPASIANO,2002,36797671,1,,,TRUE,FALSE
MG,VESPASIANO,2004,129051358,1,1290514,1,TRUE,TRUE
MG,VESPASIANO,2010,861000,1,861000,1,TRUE,TRUE
MG,VIRGINOPOLIS,2002,11040499,1,110405,1,TRUE,TRUE
MS,-,2008,,,14381299,2,FALSE,TRUE
MS,-,2009,,,11604680,1,FALSE,TRUE
MS,-,2010,,,79928344,1,FALSE,TRUE
MS,-,2012,,,357850997,1,FALSE,TRUE
MS,-,2013,,,734969860,2,FALSE,TRUE
MS,ALCINOPOLIS,2008,400700,1,400700,1,TRUE,TRUE
MS,AMAMBAI,2011,1240195,1,1240195,1,TRUE,TRUE
MS,ANASTACIO,2008,400700,1,400700,1,TRUE,TRUE
MS,ANTONIO JOAO,2011,350000,1,350000,1,TRUE,TRUE
MS,BATAGUASSU,2010,1250000,1,1250000,1,TRUE,TRUE
MS,BONITO,2008,517985,1,517985,1,TRUE,TRUE
MS,BRASILANDIA,2014,1504200,2,1504200,2,TRUE,TRUE
MS,CAARAPO,2010,1194000,1,1194000,1,TRUE,TRUE
MS,CAARAPO,2011,642000,1,642000,1,TRUE,TRUE
MS,CAMAPUA,2008,413450,1,413450,1,TRUE,TRUE
MS,CAMAPUA,2011,638700,1,638700,1,TRUE,TRUE
MS,CAMPO GRANDE,2002,4137871067,7,41378711,7,TRUE,TRUE
MS,CAMPO GRANDE,2003,118625936,2,1218785,2,TRUE,TRUE
MS,CAMPO GRANDE,2007,216844689,2,9017509,2,TRUE,TRUE
MS,CAMPO GRANDE,2010,7995034708,3,,,TRUE,FALSE
MS,CAMPO GRANDE,2013,5003550,7,,,TRUE,FALSE
MS,CAMPO GRANDE,2014,378000,1,,,TRUE,FALSE
MS,CASSILANDIA,2007,690704,1,690704,1,TRUE,TRUE
MS,CHAPADAO DO SUL,2007,821410,1,821410,1,TRUE,TRUE
MS,CHAPADAO DO SUL,2008,573400,1,573400,1,TRUE,TRUE
MS,CHAPADAO DO SUL,2012,1026574,1,1026574,1,TRUE,TRUE
MS,CORUMBA,2004,176201282,1,1762013,1,TRUE,TRUE
MS,COSTA RICA,2008,690800,1,690800,1,TRUE,TRUE
MS,COSTA RICA,2011,1890000,2,1890000,2,TRUE,TRUE
MS,COXIM,2008,426200,1,426200,1,TRUE,TRUE
MS,DOURADOS,2010,2382500,1,2382500,1,TRUE,TRUE
MS,GLORIA DE DOURADOS,2011,492000,1,492000,1,TRUE,TRUE
MS,INOCENCIA,2011,738000,1,738000,1,TRUE,TRUE
MS,INOCENCIA,2013,1392620,2,1392620,2,TRUE,TRUE
MS,ITAQUIRAI,2016,1203000,1,1203000,1,TRUE,TRUE
MS,JATEI,2007,824933,1,824933,1,TRUE,TRUE
MS,JATEI,2011,492000,1,492000,1,TRUE,TRUE
MS,LADARIO,2008,235632599,1,,,TRUE,FALSE
MS,LAGUNA CARAPA,2008,299450,1,299450,1,TRUE,TRUE
MS,LAGUNA CARAPA,2014,950000,1,950000,1,TRUE,TRUE
MS,MARACAJU,2003,1642800,3,1642800,3,TRUE,TRUE
MS,NAVIRAI,2007,801202,1,801202,1,TRUE,TRUE
MS,NIOAQUE,2008,545999,1,545999,1,TRUE,TRUE
MS,NOVA ALVORADA DO SUL,2010,1249300,1,1249300,1,TRUE,TRUE
MS,NOVA ANDRADINA,2007,824937,1,824937,1,TRUE,TRUE
MS,NOVA ANDRADINA,2014,833695,1,833695,1,TRUE,TRUE
MS,PONTA PORA,2009,3000000,1,3000000,1,TRUE,TRUE
MS,PORTO MURTINHO,2008,345400,1,345400,1,TRUE,TRUE
MS,RIO VERDE DE MATO GROSSO,2013,285600,2,,,TRUE,FALSE
MS,SANTA RITA DO PARDO,2008,472150,1,472150,1,TRUE,TRUE
MS,SAO GABRIEL DO OESTE,2011,1250000,2,1250000,2,TRUE,TRUE
MS,SELVIRIA,2009,126750,1,126750,1,TRUE,TRUE
MS,SEM MUNICIPIO,2008,1202497342,1,,,TRUE,FALSE
MS,SEM MUNICIPIO,2009,1160467964,1,,,TRUE,FALSE
MS,SEM MUNICIPIO,2011,20699999998,2,,,TRUE,FALSE
MS,SEM MUNICIPIO,2012,35785099717,1,,,TRUE,FALSE
MS,SEM MUNICIPIO,2013,73496985941,2,,,TRUE,FALSE
MS,SEM MUNICIPIO,2014,45753593,1,,,TRUE,FALSE
MS,SIDROLANDIA,2008,863500,1,863500,1,TRUE,TRUE
MS,SIDROLANDIA,2009,1119996,1,1119996,1,TRUE,TRUE
MS,TRES LAGOAS,2012,127061401503,7,1056633,1,TRUE,TRUE
MS,VICENTINA,2012,593680,2,593680,2,TRUE,TRUE
MT,-,2005,,,145155,1,FALSE,TRUE
MT,-,2009,,,343127119,80,FALSE,TRUE
MT,-,2010,,,589276668,12,FALSE,TRUE
MT,-,2012,,,1594510179,5,FALSE,TRUE
MT,-,2014,,,32925406,1,FALSE,TRUE
MT,-,2017,,,1500016,1,FALSE,TRUE
MT,AGUA BOA,2004,26521414,1,265214,1,TRUE,TRUE
MT,ALTA FLORESTA,2007,792000,1,792000,1,TRUE,TRUE
MT,ALTA FLORESTA,2008,608250,1,608250,1,TRUE,TRUE
MT,ALTA FLORESTA,2011,278134035,1,2781340,1,TRUE,TRUE
MT,ALTA FLORESTA,2013,714656354,1,7146564,1,TRUE,TRUE
MT,ALTO ARAGUAIA,2014,1179000,1,1179000,1,TRUE,TRUE
MT,APIACAS,2014,1249965,1,1249965,1,TRUE,TRUE
MT,ARIPUANA,2007,825000,1,825000,1,TRUE,TRUE
MT,ARIPUANA,2008,746100,1,746100,1,TRUE,TRUE
MT,ARIPUANA,2014,1382190,1,1382190,1,TRUE,TRUE
MT,BARRA DO BUGRES,2004,16853793,1,168538,1,TRUE,TRUE
MT,BARRA DO GARCAS,2010,1649900,1,1649900,1,TRUE,TRUE
MT,BARRA DO GARCAS,2011,792000,1,792000,1,TRUE,TRUE
MT,CACERES,2004,23554525,1,235545,1,TRUE,TRUE
MT,CACERES,2007,1216400,2,1216400,2,TRUE,TRUE
MT,CACERES,2008,367500,1,367500,1,TRUE,TRUE
MT,CAMPINAPOLIS,2004,185124,1,185124,1,TRUE,TRUE
MT,CAMPO NOVO DO PARECIS,2007,801999,4,801999,4,TRUE,TRUE
MT,CAMPO NOVO DO PARECIS,2011,848000,1,848000,1,TRUE,TRUE
MT,CAMPO VERDE,2007,832800,2,822800,1,TRUE,TRUE
MT,CAMPO VERDE,2012,2722080,1,2722080,1,TRUE,TRUE
MT,CAMPOS DE JULIO,2009,223000,1,223000,1,TRUE,TRUE
MT,CANARANA,2004,230000,1,230000,1,TRUE,TRUE
MT,CANARANA,2007,791986,2,791986,2,TRUE,TRUE
MT,CANARANA,2008,253500,1,253500,1,TRUE,TRUE
MT,CARLINDA,2008,683999,1,683999,1,TRUE,TRUE
MT,CARLINDA,2011,187550087,1,1875501,1,TRUE,TRUE
MT,CASTANHEIRA,2007,396000,1,396000,1,TRUE,TRUE
MT,COLIDER,2006,49234811,1,492348,1,TRUE,TRUE
MT,COLIDER,2007,824961,1,824961,1,TRUE,TRUE
MT,COLIDER,2010,871800,2,871800,2,TRUE,TRUE
MT,CONQUISTA D'OESTE,2007,200000,1,200000,1,TRUE,TRUE
MT,COTRIGUACU,2007,324900,1,324900,1,TRUE,TRUE
MT,COTRIGUACU,2014,158743087,1,1587431,1,TRUE,TRUE
MT,CUIABA,2005,145155,1,,,TRUE,FALSE
MT,CUIABA,2009,241119408,78,,,TRUE,FALSE
MT,CUIABA,2010,53191231192,11,,,TRUE,FALSE
MT,CUIABA,2012,199999996,1,,,TRUE,FALSE
MT,CUIABA,2013,199999996,1,,,TRUE,FALSE
MT,CUIABA,2014,54999999,1,,,TRUE,FALSE
MT,CUIABA,2017,150001554,1,,,TRUE,FALSE
MT,GUARANTA DO NORTE,2004,382500,1,382500,1,TRUE,TRUE
MT,IPIRANGA DO NORTE,2014,1244500,1,1244500,1,TRUE,TRUE
MT,JUARA,2008,32977828,2,693603,2,TRUE,TRUE
MT,JUINA,2010,15930561,2,1396806,2,TRUE,TRUE
MT,MARCELANDIA,2008,481500,1,481500,1,TRUE,TRUE
MT,MARCELANDIA,2011,55421518,1,554215,1,TRUE,TRUE
MT,NOSSA SENHORA DO LIVRAMENTO,2003,15710299,1,157103,1,TRUE,TRUE
MT,NOVA BANDEIRANTES,2008,413450,1,413450,1,TRUE,TRUE
MT,NOVA CANAA DO NORTE,2008,644850,1,644850,1,TRUE,TRUE
MT,NOVA CANAA DO NORTE,2013,104305994513,3,,,TRUE,FALSE
MT,NOVA MONTE VERDE,2014,1250000,1,1250000,1,TRUE,TRUE
MT,NOVA MUTUM,2011,1123200,1,1123200,1,TRUE,TRUE
MT,NOVA UBIRATA,2010,796000,1,796000,1,TRUE,TRUE
MT,NOVO HORIZONTE DO NORTE,2003,4616099,1,46161,1,TRUE,TRUE
MT,PARANATINGA,2010,1097200,1,1097200,1,TRUE,TRUE
MT,PONTES E LACERDA,2004,549807,1,549807,1,TRUE,TRUE
MT,PONTES E LACERDA,2007,812343,1,812343,1,TRUE,TRUE
MT,PORTO DOS GAUCHOS,2011,12065499,1,120655,1,TRUE,TRUE
MT,PRIMAVERA DO LESTE,2007,1649934,1,1649934,1,TRUE,TRUE
MT,QUERENCIA,2008,413450,1,413450,1,TRUE,TRUE
MT,RONDONOPOLIS,2003,291664042,1,2916640,1,TRUE,TRUE
MT,RONDONOPOLIS,2004,2228946481,2,22289465,2,TRUE,TRUE
MT,RONDONOPOLIS,2007,1119600,1,1119600,1,TRUE,TRUE
MT,RONDONOPOLIS,2008,6049460151,3,60494602,3,TRUE,TRUE
MT,RONDONOPOLIS,2010,2761500,1,2761500,1,TRUE,TRUE
MT,RONDONOPOLIS,2011,1892000,2,1892000,2,TRUE,TRUE
MT,ROSARIO OESTE,2004,35488586,1,354886,1,TRUE,TRUE
MT,ROSARIO OESTE,2007,541000,1,541000,1,TRUE,TRUE
MT,ROSARIO OESTE,2008,599710,1,599710,1,TRUE,TRUE
MT,SANTA CARMEM,2008,228000,1,228000,1,TRUE,TRUE
MT,SANTA CARMEM,2015,847700,1,847700,1,TRUE,TRUE
MT,SAO JOSE DO RIO CLARO,2007,22900036,1,229000,1,TRUE,TRUE
MT,SEM MUNICIPIO,2009,10200771143,2,,,TRUE,FALSE
MT,SEM MUNICIPIO,2010,930460827,1,,,TRUE,FALSE
MT,SEM MUNICIPIO,2012,159451017929,5,,,TRUE,FALSE
MT,SEM MUNICIPIO,2013,433799999,2,,,TRUE,FALSE
MT,SEM MUNICIPIO,2014,2878114731,1,,,TRUE,FALSE
MT,SINOP,2008,799432697,1,7994327,1,TRUE,TRUE
MT,SORRISO,2007,52342098,1,523421,1,TRUE,TRUE
MT,SORRISO,2011,1731400,2,1731400,2,TRUE,TRUE
MT,SORRISO,2012,3133240,1,3133240,1,TRUE,TRUE
MT,TANGARA DA SERRA,2007,9525355,1,952536,1,TRUE,TRUE
MT,TAPURAH,2011,1375000,1,1375000,1,TRUE,TRUE
MT,TAPURAH,2014,1166600,1,1166600,1,TRUE,TRUE
MT,VARZEA GRANDE,2004,2105254855,2,21052548,2,TRUE,TRUE
MT,VARZEA GRANDE,2008,78418574,1,7841857,1,TRUE,TRUE
MT,VILA BELA DA SANTISSIMA TRINDADE,2014,1249992,1,1249992,1,TRUE,TRUE
PA,-,2005,,,120500000,1,FALSE,TRUE
PA,-,2006,,,222646216,8,FALSE,TRUE
PA,-,2007,,,382832,1,FALSE,TRUE
PA,-,2008,,,12024076,1,FALSE,TRUE
PA,-,2009,,,412147669,34,FALSE,TRUE
PA,-,2010,,,519709151,4,FALSE,TRUE
PA,-,2011,,,7490000,2,FALSE,TRUE
PA,-,2012,,,915116756,1,FALSE,TRUE
PA,-,2013,,,16830280,1,FALSE,TRUE
PA,-,2014,,,45591647,1,FALSE,TRUE
PA,ALTAMIRA,2006,1896200414,1,,,TRUE,FALSE
PA,ANANINDEUA,2007,314959831,3,5007828,3,TRUE,TRUE
PA,BELEM,2002,1499816301,1,14998163,1,TRUE,TRUE
PA,BELEM,2006,1897540963,1,,,TRUE,FALSE
PA,BELEM,2007,38283186,1,,,TRUE,FALSE
PA,BELEM,2009,3703367403,33,,,TRUE,FALSE
PA,BELEM,2010,14716697374,2,110500000,1,TRUE,TRUE
PA,BELEM,2011,7490000,2,,,TRUE,FALSE
PA,BELEM,2012,1209627852,1,12096279,1,TRUE,TRUE
PA,BREVES,2006,173594719,1,,,TRUE,FALSE
PA,CASTANHAL,2004,1760000,1,1760000,1,TRUE,TRUE
PA,CASTANHAL,2005,12049999996,1,,,TRUE,FALSE
PA,ITAITUBA,2010,3000000,1,3000000,1,TRUE,TRUE
PA,JACUNDA,2012,19935204,1,199352,1,TRUE,TRUE
PA,MARABA,2007,1799998,3,1799998,3,TRUE,TRUE
PA,MONTE ALEGRE,2010,2000000,1,2000000,1,TRUE,TRUE
PA,REDENCAO,2006,2016722656,1,,,TRUE,FALSE
PA,SANTAREM,2006,3382278382,1,,,TRUE,FALSE
PA,SANTAREM,2007,711735,1,711735,1,TRUE,TRUE
PA,SANTAREM,2009,2473789,3,2473789,3,TRUE,TRUE
PA,SEM MUNICIPIO,2006,10404712010,2,,,TRUE,FALSE
PA,SEM MUNICIPIO,2008,1202407578,1,,,TRUE,FALSE
PA,SEM MUNICIPIO,2009,24447999999,1,,,TRUE,FALSE
PA,SEM MUNICIPIO,2010,15303941271,3,,,TRUE,FALSE
PA,SEM MUNICIPIO,2012,91511675636,1,,,TRUE,FALSE
PA,SEM MUNICIPIO,2013,1463230279,3,,,TRUE,FALSE
PA,SEM MUNICIPIO,2014,4559164724,1,,,TRUE,FALSE
PA,TAILANDIA,2006,931219859,1,,,TRUE,FALSE
PA,TUCURUI,2004,93542602429,2,,,TRUE,FALSE
PA,TUCURUI,2007,1774916,5,1774916,5,TRUE,TRUE
PB,-,2008,,,4885593,1,FALSE,TRUE
PB,-,2009,,,191556000,1,FALSE,TRUE
PB,-,2010,,,291620793,2,FALSE,TRUE
PB,-,2012,,,499166571,1,FALSE,TRUE
PB,-,2013,,,686097839,1,FALSE,TRUE
PB,ALCANTIL,2008,286700,1,286700,1,TRUE,TRUE
PB,BERNARDINO BATISTA,2008,240750,1,240750,1,TRUE,TRUE
PB,CAMALAU,2011,246000,1,246000,1,TRUE,TRUE
PB,CAMPINA GRANDE,2006,63980009,1,639800,1,TRUE,TRUE
PB,CARAUBAS,2012,452000,1,452000,1,TRUE,TRUE
PB,JOAO PESSOA,2002,756790479,1,7567905,1,TRUE,TRUE
PB,JOAO PESSOA,2004,4298942565,2,,,TRUE,FALSE
PB,JOAO PESSOA,2006,1424247069,1,14242471,1,TRUE,TRUE
PB,JOAO PESSOA,2007,4075088,2,4075088,2,TRUE,TRUE
PB,JOAO PESSOA,2010,28733399996,1,,,TRUE,FALSE
PB,MONTADAS,2009,345400,1,345400,1,TRUE,TRUE
PB,PATOS,2007,1983672,2,1983672,2,TRUE,TRUE
PB,SAO JOAO DO RIO DO PEIXE,2008,299450,1,299450,1,TRUE,TRUE
PB,SEM MUNICIPIO,2008,488559307,1,,,TRUE,FALSE
PB,SEM MUNICIPIO,2009,191556000,1,,,TRUE,FALSE
PB,SEM MUNICIPIO,2010,428679308,1,,,TRUE,FALSE
PB,SEM MUNICIPIO,2012,49916657126,1,,,TRUE,FALSE
PB,SEM MUNICIPIO,2013,68609783942,1,,,TRUE,FALSE
PE,-,2005,,,13845,1,FALSE,TRUE
PE,-,2006,,,126616555,1,FALSE,TRUE
PE,-,2008,,,80142572,1,FALSE,TRUE
PE,-,2009,,,690016000,2,FALSE,TRUE
PE,-,2010,,,661716880,5,FALSE,TRUE
PE,-,2011,,,394323578,2,FALSE,TRUE
PE,-,2012,,,842694058,4,FALSE,TRUE
PE,-,2013,,,423613990,1,FALSE,TRUE
PE,-,2014,,,365874060,3,FALSE,TRUE
PE,-,2015,,,14140250,2,FALSE,TRUE
PE,BELO JARDIM,2004,156000,1,156000,1,TRUE,TRUE
PE,CABO DE SANTO AGOSTINHO,2014,2703850,1,2703850,1,TRUE,TRUE
PE,CABROBO,2007,461962,1,461962,1,TRUE,TRUE
PE,CABROBO,2011,811882,1,811882,1,TRUE,TRUE
PE,CAMARAGIBE,2012,252916,1,252916,1,TRUE,TRUE
PE,CARUARU,2005,3642965,1,3642965,1,TRUE,TRUE
PE,CARUARU,2008,1420000,1,1420000,1,TRUE,TRUE
PE,GARANHUNS,2008,119350842,1,1193508,1,TRUE,TRUE
PE,IPOJUCA,2009,1200201309580,16,,,TRUE,FALSE
PE,IPOJUCA,2011,57050990674,7,,,TRUE,FALSE
PE,IPOJUCA,2015,12509353603,7,,,TRUE,FALSE
PE,IPOJUCA,2016,29651960360,6,,,TRUE,FALSE
PE,ITAPETIM,2008,149990,1,149990,1,TRUE,TRUE
PE,JABOATAO DOS GUARARAPES,2015,1883902199,2,19805007,2,TRUE,TRUE
PE,JOAO ALFREDO,2008,367500,1,367500,1,TRUE,TRUE
PE,OLINDA,2002,158754836,1,1587548,1,TRUE,TRUE
PE,OLINDA,2007,1602000,1,,,TRUE,FALSE
PE,OLINDA,2008,1705241,2,1705241,2,TRUE,TRUE
PE,PAULISTA,2002,700000,1,700000,1,TRUE,TRUE
PE,PAULISTA,2016,1540800,1,1540800,1,TRUE,TRUE
PE,PETROLINA,2002,3181560693,5,31815607,5,TRUE,TRUE
PE,RECIFE,2004,5607764818,2,56072448,1,TRUE,TRUE
PE,RECIFE,2005,83148088,3,830692,1,TRUE,TRUE
PE,RECIFE,2008,1789827913,1,17898279,1,TRUE,TRUE
PE,RECIFE,2009,42577760047,2,11769600,1,TRUE,TRUE
PE,RECIFE,2010,731332,1,,,TRUE,FALSE
PE,RECIFE,2015,1414025057,2,,,TRUE,FALSE
PE,SAO LOURENCO DA MATA,2011,923224374,2,,,TRUE,FALSE
PE,SEM MUNICIPIO,2006,1266165552,1,,,TRUE,FALSE
PE,SEM MUNICIPIO,2008,8014257174,1,,,TRUE,FALSE
PE,SEM MUNICIPIO,2009,27600799999,1,,,TRUE,FALSE
PE,SEM MUNICIPIO,2010,66116569997,5,,,TRUE,FALSE
PE,SEM MUNICIPIO,2012,54333630337,4,,,TRUE,FALSE
PE,SEM MUNICIPIO,2013,42361398994,1,,,TRUE,FALSE
PE,SEM MUNICIPIO,2014,36587405890,3,,,TRUE,FALSE
PI,-,2006,,,8407000,1,FALSE,TRUE
PI,-,2009,,,911709910,38,FALSE,TRUE
PI,-,2010,,,252714524,4,FALSE,TRUE
PI,-,2012,,,627514794,2,FALSE,TRUE
PI,FLORIANO,2007,600000,1,600000,1,TRUE,TRUE
PI,MONSENHOR GIL,2002,167809,1,167809,1,TRUE,TRUE
PI,MONSENHOR HIPOLITO,2003,104575,1,104575,1,TRUE,TRUE
PI,PARNAIBA,2003,233066752,1,2330668,1,TRUE,TRUE
PI,PICOS,2007,2823928,1,2823928,1,TRUE,TRUE
PI,SEM MUNICIPIO,2009,59194586939,36,,,TRUE,FALSE
PI,SEM MUNICIPIO,2010,25271452371,4,,,TRUE,FALSE
PI,SEM MUNICIPIO,2012,62751479370,2,,,TRUE,FALSE
PI,TERESINA,2006,8407000,1,,,TRUE,FALSE
PI,TERESINA,2008,2555502222,1,25555022,1,TRUE,TRUE
PI,TERESINA,2009,26620200262,2,,,TRUE,FALSE
PI,TERESINA,2011,2717000,1,2717000,1,TRUE,TRUE
PI,TERESINA,2016,861270613,1,8612706,1,TRUE,TRUE
PR,-,2002,,,81836061,1,FALSE,TRUE
PR,-,2012,,,131168000,1,FALSE,TRUE
PR,-,2014,,,0,2,FALSE,TRUE
PR,ABATIA,2007,9011108,1,90111,1,TRUE,TRUE
PR,ALMIRANTE TAMANDARE,2015,2496910,1,2496910,1,TRUE,TRUE
PR,ALTONIA,2008,709500,1,709500,1,TRUE,TRUE
PR,ANAHY,2012,525000,1,525000,1,TRUE,TRUE
PR,ANDIRA,2010,749250,1,749250,1,TRUE,TRUE
PR,APUCARANA,2003,152433547,1,1524335,1,TRUE,TRUE
PR,APUCARANA,2007,1892300,1,1892300,1,TRUE,TRUE
PR,APUCARANA,2011,194480747,1,,,TRUE,FALSE
PR,ARAPONGAS,2003,161893936,1,1618939,1,TRUE,TRUE
PR,ARAPONGAS,2007,1687819,4,1687819,4,TRUE,TRUE
PR,ARAPONGAS,2014,3607500,1,3607500,1,TRUE,TRUE
PR,ARAPOTI,2014,567800,1,567800,1,TRUE,TRUE
PR,ARAPUA,2008,354750,1,354750,1,TRUE,TRUE
PR,ARARUNA,2009,596100,1,596100,1,TRUE,TRUE
