canonical_slug,family,outcome,exposure,weighting,baseline,alignment,time_variation,sample,depvar,n_obs,n_combos_run,n_combos_failed,wald_f_min,wald_f_max,elapsed_fit_sec,elapsed_table_sec,elapsed_summary_sec,elapsed_sec,status,skip_reason,tex_path,md_path
firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__top_q4__binary,interaction,employment_share,binary,emp_share_weighted,cycle_specific,party,levels,top_q4,emp_share_muni_rais,19236053,3,0,4.30240300577808,5.37702085001358,246.03,0.0300000000002001,0,246.06,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__top_q4__binary.tex,
firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__top_q4__pooled_count,interaction,employment_share,pooled_count,emp_share_weighted,cycle_specific,party,levels,top_q4,emp_share_muni_rais,19236053,3,0,1.73796375264749,2.62468604681931,251.29,0.0299999999997453,0,251.32,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__emp_share_weighted__top_q4__pooled_count.tex,
firm__interaction__levels__employment_share__party__cycle_specific__unweighted__bottom_3q__binary,interaction,employment_share,binary,unweighted,cycle_specific,party,levels,bottom_3q,emp_share_muni_rais,4766213,3,0,11.010174094035,16.8307597769882,57.02,0.00999999999999091,0.0199999999999818,57.05,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__unweighted__bottom_3q__binary.tex,
firm__interaction__levels__employment_share__party__cycle_specific__unweighted__bottom_3q__pooled_count,interaction,employment_share,pooled_count,unweighted,cycle_specific,party,levels,bottom_3q,emp_share_muni_rais,4766213,3,0,60.8195181074449,71.6889805910159,55.11,0.0399999999999636,0,55.16,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__unweighted__bottom_3q__pooled_count.tex,
firm__interaction__levels__employment_share__party__cycle_specific__unweighted__top_q4__binary,interaction,employment_share,binary,unweighted,cycle_specific,party,levels,top_q4,emp_share_muni_rais,34724261,3,0,3.6772768757663,4.87420621093817,145.2,0.0599999999999454,0.0299999999999727,145.29,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__unweighted__top_q4__binary.tex,
firm__interaction__levels__employment_share__party__cycle_specific__unweighted__top_q4__pooled_count,interaction,employment_share,pooled_count,unweighted,cycle_specific,party,levels,top_q4,emp_share_muni_rais,34724261,3,0,8.13752593217919,13.0572664134383,262.97,0.0600000000000591,0.0199999999999818,263.05,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction__levels__employment_share__party__cycle_specific__unweighted__top_q4__pooled_count.tex,
firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__bottom_3q__binary,interaction_mqemp,bndes_extensive,binary,emp_share_weighted,cycle_specific,coalition,levels,bottom_3q,has_bndes_fmt,2814479,6,0,0.0884349885784897,19.3463323747587,175.27,0.180000000000007,0.0500000000000114,175.5,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__bottom_3q__binary.tex,
firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__bottom_3q__pooled_count,interaction_mqemp,bndes_extensive,pooled_count,emp_share_weighted,cycle_specific,coalition,levels,bottom_3q,has_bndes_fmt,2814479,6,0,0.408312824316003,35.8562832625357,169.2,0.0300000000000296,0,169.23,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__bottom_3q__pooled_count.tex,
firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__top_q4__binary,interaction_mqemp,bndes_extensive,binary,emp_share_weighted,cycle_specific,coalition,levels,top_q4,has_bndes_fmt,20483210,6,0,1.51552014434132,8.62980813683881,517.02,0.0299999999999727,0.0199999999999818,517.07,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__top_q4__binary.tex,
firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__top_q4__pooled_count,interaction_mqemp,bndes_extensive,pooled_count,emp_share_weighted,cycle_specific,coalition,levels,top_q4,has_bndes_fmt,20483210,6,0,9.23729846949782e-06,3.69006511982358,502.58,0.0199999999999818,0.00999999999999091,502.61,completed,,C:/Users/LENOVO/Desktop/David/Proyectos/Brazil_IP/paper/tables/firm/firm__interaction_mqemp__levels__bndes_extensive__coalition__cycle_specific__emp_share_weighted__top_q4__pooled_count.tex,
